timestamp,open,high,low,close,volume
2023-01-01 00:00:00,16549.99,16600.00,16500.00,16575.25,1234.56
2023-01-01 01:00:00,16575.25,16650.00,16550.00,16625.75,1456.78
2023-01-01 02:00:00,16625.75,16700.00,16600.00,16675.50,1678.90
2023-01-01 03:00:00,16675.50,16750.00,16650.00,16725.25,1890.12
2023-01-01 04:00:00,16725.25,16800.00,16700.00,16775.00,2012.34
2023-01-01 05:00:00,16775.00,16850.00,16750.00,16825.75,2234.56
2023-01-01 06:00:00,16825.75,16900.00,16800.00,16875.50,2456.78
2023-01-01 07:00:00,16875.50,16950.00,16850.00,16925.25,2678.90
2023-01-01 08:00:00,16925.25,17000.00,16900.00,16975.00,2890.12
2023-01-01 09:00:00,16975.00,17050.00,16950.00,17025.75,3012.34
2023-01-01 10:00:00,17025.75,17100.00,17000.00,17075.50,3234.56
2023-01-01 11:00:00,17075.50,17150.00,17050.00,17125.25,3456.78
2023-01-01 12:00:00,17125.25,17200.00,17100.00,17175.00,3678.90
2023-01-01 13:00:00,17175.00,17250.00,17150.00,17225.75,3890.12
2023-01-01 14:00:00,17225.75,17300.00,17200.00,17275.50,4012.34
2023-01-01 15:00:00,17275.50,17350.00,17250.00,17325.25,4234.56
2023-01-01 16:00:00,17325.25,17400.00,17300.00,17375.00,4456.78
2023-01-01 17:00:00,17375.00,17450.00,17350.00,17425.75,4678.90
2023-01-01 18:00:00,17425.75,17500.00,17400.00,17475.50,4890.12
2023-01-01 19:00:00,17475.50,17550.00,17450.00,17525.25,5012.34
2023-01-01 20:00:00,17525.25,17600.00,17500.00,17575.00,5234.56
2023-01-01 21:00:00,17575.00,17650.00,17550.00,17625.75,5456.78
2023-01-01 22:00:00,17625.75,17700.00,17600.00,17675.50,5678.90
2023-01-01 23:00:00,17675.50,17750.00,17650.00,17725.25,5890.12
