timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1200.00,1210.00,1195.00,1205.50,8765.43
2023-01-01 01:00:00,1205.50,1215.00,1200.00,1210.75,9876.54
2023-01-01 02:00:00,1210.75,1220.00,1205.00,1216.25,10987.65
2023-01-01 03:00:00,1216.25,1225.00,1210.00,1221.50,12098.76
2023-01-01 04:00:00,1221.50,1230.00,1215.00,1226.75,13209.87
2023-01-01 05:00:00,1226.75,1235.00,1220.00,1232.00,14320.98
2023-01-01 06:00:00,1232.00,1240.00,1225.00,1237.25,15432.09
2023-01-01 07:00:00,1237.25,1245.00,1230.00,1242.50,16543.20
2023-01-01 08:00:00,1242.50,1250.00,1235.00,1247.75,17654.31
2023-01-01 09:00:00,1247.75,1255.00,1240.00,1253.00,18765.42
2023-01-01 10:00:00,1253.00,1260.00,1245.00,1258.25,19876.53
2023-01-01 11:00:00,1258.25,1265.00,1250.00,1263.50,20987.64
2023-01-01 12:00:00,1263.50,1270.00,1255.00,1268.75,22098.75
2023-01-01 13:00:00,1268.75,1275.00,1260.00,1274.00,23209.86
2023-01-01 14:00:00,1274.00,1280.00,1265.00,1279.25,24320.97
2023-01-01 15:00:00,1279.25,1285.00,1270.00,1284.50,25432.08
2023-01-01 16:00:00,1284.50,1290.00,1275.00,1289.75,26543.19
2023-01-01 17:00:00,1289.75,1295.00,1280.00,1295.00,27654.30
2023-01-01 18:00:00,1295.00,1300.00,1285.00,1300.25,28765.41
2023-01-01 19:00:00,1300.25,1305.00,1290.00,1305.50,29876.52
2023-01-01 20:00:00,1305.50,1310.00,1295.00,1310.75,30987.63
2023-01-01 21:00:00,1310.75,1315.00,1300.00,1316.00,32098.74
2023-01-01 22:00:00,1316.00,1320.00,1305.00,1321.25,33209.85
2023-01-01 23:00:00,1321.25,1325.00,1310.00,1326.50,34320.96
