timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,100.08224464317613,100.33912062413889,98.72710594602871,99.42819051734061,1147.2694447019917
2024-01-01T01:00:00Z,99.69697855244367,99.95306378681356,99.3414036033929,99.47791497963806,1257.6385501722382
2024-01-01T02:00:00Z,98.89687147858857,101.2392862059935,98.02294461118447,100.06060742548797,1173.0525841972367
2024-01-01T03:00:00Z,98.75475698395076,99.56567482620883,98.07263834935712,99.43305601394007,1412.6239560924075
2024-01-01T04:00:00Z,99.40815599087666,99.93549800557592,98.17075608004465,98.60772037174154,1038.7581823811024
2024-01-01T05:00:00Z,99.35106875328786,99.69756420546983,98.615108334467,98.73438622404463,4183.797782573182
2024-01-01T06:00:00Z,100.4089719434711,100.70948726358115,99.03891464836033,100.4868789732371,1398.6590252524065
2024-01-01T07:00:00Z,100.37966251563206,100.4052649866871,99.29333948006641,100.0359626903256,1490.1939321626787
2024-01-01T08:00:00Z,99.86157989285839,100.77325928772535,98.3044470675493,99.731835886411,1629.474214932398
2024-01-01T09:00:00Z,101.7377914215821,102.8022659293684,101.55737832219452,101.78836835327398,1327.984222265622
2024-01-01T10:00:00Z,100.59931613029649,101.43285020958554,100.35148864248094,101.22179805122921,1183.8649608434514
2024-01-01T11:00:00Z,101.33974014553833,101.69892059311856,101.27561624829417,101.44674297694297,1606.9954533266623
2024-01-01T12:00:00Z,102.89054048826928,103.6374482490639,102.07033427489607,102.36084049505945,1271.1089505313366
2024-01-01T13:00:00Z,102.34779577788534,102.94836772191002,100.18383770638103,102.29299636319355,1757.7998166346288
2024-01-01T14:00:00Z,102.94254795758006,103.46527525252415,101.7900010009471,102.56031581165892,1374.6126081614539
2024-01-01T15:00:00Z,101.56344058080569,103.07873421444742,101.16826444104389,101.82542907920137,1849.143910309059
2024-01-01T16:00:00Z,102.32039828932585,102.46323164108311,101.51384441673929,102.21899527235016,1873.2496011708477
2024-01-01T17:00:00Z,102.18841225556336,102.43315822122065,101.95015390767254,102.02941069825678,1561.2291511810604
2024-01-01T18:00:00Z,100.62748615913885,101.09526414049107,100.56515080896587,100.9908874769016,1159.9164337267357
2024-01-01T19:00:00Z,101.56739484530021,102.5186408017709,101.02454329991389,101.62428839652279,1345.7425685437083
2024-01-01T20:00:00Z,99.45069298514963,100.73025055164283,98.35216422687886,100.04646612917134,2047.9325060772449
2024-01-01T21:00:00Z,99.93311107945472,100.86870828521035,99.74175800859413,99.95632934355461,1159.2450436378547
2024-01-01T22:00:00Z,99.14647917492395,99.42729818130206,99.00986217529865,99.37657814238497,2077.7389040188327
2024-01-01T23:00:00Z,99.978669288648,101.37456918413433,99.63214290310756,100.53212027914108,2741.824936260664
2024-01-02T00:00:00Z,101.12759790540048,101.87018655312023,100.37980192923689,100.66855808516571,1573.145053552781
2024-01-02T01:00:00Z,100.66792889889008,101.3371179566587,100.63192439674457,101.215268793657,1434.1628601571736
2024-01-02T02:00:00Z,102.62724561321994,103.38514885682557,101.9696242985422,102.84929438162051,1161.5256973642422
2024-01-02T03:00:00Z,101.14634526283199,102.16421251335876,100.92479878395108,101.61215158266583,1662.6949316632517
2024-01-02T04:00:00Z,101.32426669536409,102.2002358626631,100.92289479286613,101.40929188967836,2574.6581421864626
2024-01-02T05:00:00Z,102.13335463718263,102.96677421527988,100.65604525545875,101.71511919717214,1670.2692373252012
2024-01-02T06:00:00Z,100.141222028356,101.48051937679615,100.01466989665622,100.28997620426297,1077.7418331078645
2024-01-02T07:00:00Z,102.01214650226264,102.76257107272657,101.72508170770847,102.1832863499327,1102.4527917423918
2024-01-02T08:00:00Z,101.78459780498645,102.61585733184317,100.70066985237654,101.72341914984227,1755.6688483018318
2024-01-02T09:00:00Z,101.29642283197629,102.15798473661098,101.03118235099483,101.31870548566934,1124.0251047891743
2024-01-02T10:00:00Z,100.55903235424108,102.89659819071345,99.68782906449418,100.80021737102645,1175.9805361158965
2024-01-02T11:00:00Z,99.71268428149621,101.20989850080967,98.75131841537065,100.8053780304578,1345.9318686706818
2024-01-02T12:00:00Z,102.20927263428567,102.69609333925676,101.07903262512178,101.88961368642569,2027.9484823848293
2024-01-02T13:00:00Z,102.28903091881622,103.5535246178143,101.05620357219306,101.64451575684966,1559.9132166930808
2024-01-02T14:00:00Z,99.90702757064496,100.72533222342201,98.40230910220473,100.24189169908908,1734.4228350597116
2024-01-02T15:00:00Z,99.32445396104207,99.74689312783799,98.80799128657797,99.691253444723,2545.516864249867
2024-01-02T16:00:00Z,100.22964644876123,100.2606944995092,99.8187747535628,100.20355058952336,1963.7683621627245
2024-01-02T17:00:00Z,99.48701411569837,100.18710741122067,97.74645298664677,99.38778699085036,1053.141516828722
2024-01-02T18:00:00Z,98.47347968147862,98.87427532034603,97.4798507520941,98.10493606482507,1077.378914398248
2024-01-02T19:00:00Z,98.31151922243674,98.72262623726232,98.17258799016456,98.22091383231846,1182.5281197523382
2024-01-02T20:00:00Z,99.8026355619205,101.37341687413905,98.82852256707105,100.02832246793153,1222.2736909826592
2024-01-02T21:00:00Z,98.73613006324878,100.21327970345929,96.82375305490044,99.47949519149306,1611.497145445078
2024-01-02T22:00:00Z,101.84100596742277,102.32729627330488,101.16034541689383,101.35055005799887,1502.1824056934474
2024-01-02T23:00:00Z,101.2730281116953,102.60811421084907,99.5451657526779,101.49097484862504,1626.6657169602845
